1	0	0	62344	16	16	0	0.94	  1     0     0     0
1	0	0	60884	17	17	0.06	0.88	  1     0     0     0
1	0	0	59424	18	18	0.06	0.89	  1     0     0     0
1	0	0	59424	19	19	0.05	0.89	  1     0     0     0
1	0	0	59424	20	20	0.05	0.9	  1     0     0     0
1	0	0	75484	21	21	0.05	0.9	  1     0     0     0
1	0	0	76944	22	22	0.05	0.91	  1     0     0     0
1	0	0	59424	23	23	0.04	0.91	  1     0     0     0
1	0	0	57964	24	24	0.04	0.92	  1     0     0     0
1	0	0	59424	25	25	0.04	0.92	  1     0     0     0
1	0	0	0	40	40	1	0	  1     0     0     0
1	0	0	0	41	41	1	0	  1     0     0     0
1	0	0	0	42	42	1	0	  1     0     0     0
1	0	0	0	43	43	1	0	  1     0     0     0
1	0	0	0	44	44	1	0	  1     0     0     0
1	0	0	0	45	45	1	0	  1     0     0     0
1	0	0	0	46	46	1	0	  1     0     0     0
1	0	0	0	47	47	1	0	  1     0     0     0
1	0	0	0	48	48	1	0	  1     0     0     0
1	0	0	0	49	49	1	0	  1     0     0     0
1	0	0	0	40	40	0.62	0.35	  1     0     0     0
1	0	0	0	41	41	0.63	0.34	  1     0     0     0
1	0	0	0	42	42	0.64	0.33	  1     0     0     0
1	0	0	258	5	5	0	0	  0     1     0     0
1	0	0	316	13	14	0	0	  0     1     0     0
1	0	0	287	7	7	0	0	  0     1     0     0
1	0	0	380	3	3	0	0	  0     1     0     0
1	0	0	298	2	2	0	0	  0     1     0     0
1	0	0	285	10	10	0	0	  0     1     0     0
1	0	0	284	20	20	0	0	  0     1     0     0
1	0	0	314	8	8	0	0	  0     1     0     0
1	0	0	303	18	18	0	0	  0     1     0     0
1	0	0	325	28	28	0	0	  0     1     0     0
1	0	0	232	1	1	0	0	  0     1     0     0
1	0	0	295	4	4	0	0	  0     1     0     0
1	0	0	293	13	14	0	0	  0     1     0     0
1	0	0	305	1	8	0	0	  0     1     0     0
1	0	0	348	4	4	0	0	  0     1     0     0
1	0	0	309	6	6	0	0	  0     1     0     0
1	0	0	293	8	8	0	0	  0     1     0     0
1	0	0	277	1	8	0	0	  0     1     0     0
1	0	0	296	13	14	0	0	  0     1     0     0
1	0	0	286	3	6	0	0	  0     1     0     0
1	0	0	311	5	5	0	0	  0     1     0     0
1	0	0	305	9	15	0	0	  0     1     0     0
1	0	0	295	11	25	0	0	  0     1     0     0
1	0	0	511	1	4	0	0	  0     1     0     0
1	0	0	239	12	14	0	0	  0     1     0     0
1	0	0	5	1	1	0	0	  0     1     0     0
1	0	0	288	4	4	0	0	  0     1     0     0
1	0	0	287	14	14	0	0	  0     1     0     0
1	0	0	308	1	1	0	0	  0     1     0     0
1	0	0	284	5	5	0	0	  0     1     0     0
0	0	1	105	2	2	0	0	  0     1     0     0
0	0	1	105	2	2	0	0	  0     1     0     0
0	0	1	105	2	2	0	0	  0     1     0     0
0	0	1	105	2	2	0	0	  0     1     0     0
0	0	1	105	2	2	0	0	  0     1     0     0
0	0	1	44	3	8	0	0	  0     1     0     0
0	0	1	44	6	11	0	0	  0     1     0     0
0	0	1	42	5	8	0	0	  0     1     0     0
0	0	1	105	2	2	0	0	  0     1     0     0
0	0	1	105	2	2	0	0	  0     1     0     0
0	0	1	42	2	3	0	0	  0     1     0     0
0	0	1	105	1	1	0	0	  0     1     0     0
0	0	1	105	1	1	0	0	  0     1     0     0
0	0	1	44	2	4	0	0	  0     1     0     0
0	0	1	105	1	1	0	0	  0     1     0     0
0	0	1	105	1	1	0	0	  0     1     0     0
0	0	1	44	3	14	0	0	  0     1     0     0
0	0	1	105	1	1	0	0	  0     1     0     0
0	0	1	105	1	1	0	0	  0     1     0     0
0	0	1	45	3	6	0	0	  0     1     0     0
0	0	1	45	3	6	0	0	  0     1     0     0
0	0	1	105	1	1	0	0	  0     1     0     0
0	0	1	34	5	9	0	0	  0     1     0     0
0	0	1	105	1	1	0	0	  0     1     0     0
0	0	1	105	1	1	0	0	  0     1     0     0
0	0	1	105	1	1	0	0	  0     1     0     0
1	0	0	0	482	1	0.05	0.95	  0     0     1     0
1	0	0	0	482	1	0.05	0.95	  0     0     1     0
1	0	0	0	482	1	0.05	0.95	  0     0     1     0
1	0	0	0	482	1	0.05	0.95	  0     0     1     0
1	0	0	0	482	1	0.05	0.95	  0     0     1     0
1	0	0	0	482	1	0.05	0.95	  0     0     1     0
1	0	0	0	482	1	0.06	0.94	  0     0     1     0
1	0	0	0	482	1	0.06	0.94	  0     0     1     0
1	0	0	0	482	1	0.06	0.94	  0     0     1     0
1	0	0	0	483	1	0.06	0.94	  0     0     1     0
1	0	0	0	510	1	0.04	0.96	  0     0     1     0
0	1	0	1032	509	509	0	0	  0     0     0     1
0	1	0	1032	510	510	0	0	  0     0     0     1
0	1	0	1032	510	510	0	0	  0     0     0     1
0	1	0	1032	511	511	0	0	  0     0     0     1
0	1	0	1032	511	511	0	0	  0     0     0     1
0	1	0	1032	494	494	0	0	  0     0     0     1
0	1	0	1032	509	509	0	0	  0     0     0     1
0	1	0	1032	509	509	0	0	  0     0     0     1
0	1	0	1032	510	510	0	0	  0     0     0     1
0	1	0	1032	511	511	0	0	  0     0     0     1

